"cat_no","context","figure_num","gender","qualifier","n_descriptors","n_in_dict","coverage_pct","dirmean_Warmth","dirmean_Competence","dirmean_Sociability","dirmean_Morality","dirmean_Ability","dirmean_Assertiveness","dirmean_Status","dirmean_Beliefs","dirmean_health","dirmean_deviance","dirmean_beauty","dirmean_Politics","dirmean_Religion","n_dirmean_Warmth","n_dirmean_Competence","n_dirmean_Sociability","n_dirmean_Morality","n_dirmean_Ability","n_dirmean_Assertiveness","n_dirmean_Status","n_dirmean_Beliefs","n_dirmean_health","n_dirmean_deviance","n_dirmean_beauty","n_dirmean_Politics","n_dirmean_Religion","asymmetry"
"P000035","religious",1,"Male","",16,7,43.75,NA,-1,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,3,0,0,0,0,0,0,0,NA
"P000035","religious",2,"Male","",23,14,60.8695652173913,0.25,0.854166666666667,0,0.5,0.875,0.866666666666667,0.866666666666667,NA,NA,NA,NA,NA,NA,4,8,2,2,4,5,5,0,0,0,0,0,0,-0.604166666666667
"P000035","religious",3,"Male","",19,10,52.6315789473684,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,2,5,0,0,0,0,0,0,0,NA
"P000035","religious",4,"Male","",16,9,56.25,1,0.833333333333333,1,NA,1,0.666666666666667,0.866666666666667,NA,NA,NA,NA,NA,NA,1,4,1,0,3,2,5,0,0,0,0,0,0,0.166666666666667
"P000035","religious",5,"Male","",16,6,37.5,0,1,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,1,2,0,0,0,0,0,0,0,-1
"P000036","secular",1,"Female","",21,10,47.6190476190476,1,0.8,1,NA,1,0.75,NA,NA,NA,NA,NA,NA,NA,2,5,2,0,2,4,0,0,0,0,0,0,0,0.2
"P000036","secular",2,"Female","",21,9,42.8571428571429,0.666666666666667,0.625,1,0.5,0.75,0.666666666666667,NA,0,NA,NA,NA,0,NA,3,4,2,2,2,3,0,1,0,0,0,1,0,0.0416666666666666
"P000036","secular",3,"Female","",21,12,57.1428571428571,0.333333333333333,0.8125,0,0.5,0.75,0.857142857142857,1,NA,NA,NA,NA,NA,NA,3,8,1,2,2,7,2,0,0,0,0,0,0,-0.479166666666667
"P000036","secular",4,"Male","",18,9,50,0,0.3,0,0,0.5,0.25,1,NA,NA,NA,NA,NA,NA,2,5,1,1,1,4,1,0,0,0,0,0,0,-0.3
"P000036","secular",5,"Male","",19,11,57.8947368421053,0.75,0.666666666666667,0.75,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,4,3,4,0,1,2,0,0,0,0,0,0,0,0.0833333333333334
"P000037","secular",1,"Male","",24,15,62.5,0.8,0.722222222222222,1,0.666666666666667,0.9,0.6,1,NA,NA,NA,NA,NA,NA,5,9,3,3,5,5,2,0,0,0,0,0,0,0.0777777777777778
"P000037","secular",2,"Female","",22,11,50,1,0.8,1,1,1,0.666666666666667,1,NA,NA,NA,NA,NA,NA,2,5,1,1,2,3,1,0,0,0,0,0,0,0.2
"P000037","secular",3,"Male","",18,8,44.4444444444444,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,7,1,0,4,4,0,0,0,0,0,0,0,0
"P000037","secular",4,"Female","",19,10,52.6315789473684,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,6,2,2,3,4,0,0,0,0,0,0,0,0
"P000037","secular",5,"Male","",19,8,42.1052631578947,1,0.5,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,3,4,2,1,3,2,0,0,0,0,0,0,0,0.5
"P000038","secular",1,"Male","",19,11,57.8947368421053,1,0.75,1,NA,1,0.666666666666667,1,NA,NA,NA,NA,NA,NA,1,4,1,0,1,3,4,0,0,0,0,0,0,0.25
"P000038","secular",2,"Female","",29,14,48.2758620689655,0,0.642857142857143,0,0,0.833333333333333,0.6,NA,NA,NA,NA,NA,NA,NA,2,7,1,1,3,5,0,0,0,0,0,0,0,-0.642857142857143
"P000038","secular",3,"Male","",24,11,45.8333333333333,1,1,1,NA,1,1,1,0,NA,NA,NA,0,NA,2,4,2,0,2,3,2,1,0,0,0,1,0,0
"P000038","secular",4,"Female","",21,11,52.3809523809524,0,0.928571428571429,NA,0,0.75,1,NA,NA,NA,NA,NA,NA,NA,1,7,0,1,2,5,0,0,0,0,0,0,0,-0.928571428571429
"P000038","secular",5,"Male","",22,13,59.0909090909091,0.5,0.928571428571429,NA,0.5,0.833333333333333,1,NA,NA,NA,NA,NA,NA,NA,2,7,0,2,3,5,0,0,0,0,0,0,0,-0.428571428571429
"P000039","religious",1,"Male","",23,14,60.8695652173913,0.5,0.642857142857143,0.666666666666667,0,0.875,0.333333333333333,1,NA,NA,NA,NA,NA,NA,4,7,3,1,4,3,3,0,0,0,0,0,0,-0.142857142857143
"P000039","religious",2,"Female","",21,12,57.1428571428571,0.5,0.833333333333333,0.5,NA,1,0.75,NA,NA,NA,NA,NA,NA,NA,2,6,2,0,3,4,0,0,0,0,0,0,0,-0.333333333333333
"P000039","religious",3,"Male","",19,11,57.8947368421053,0.666666666666667,0.125,1,0,0.75,-0.5,NA,NA,NA,NA,NA,NA,NA,3,4,2,1,2,2,0,0,0,0,0,0,0,0.541666666666667
"P000039","religious",4,"Female","",21,12,57.1428571428571,0.5,0.833333333333333,0.5,NA,1,0.75,NA,0,NA,NA,NA,0,NA,2,6,2,0,3,4,0,1,0,0,0,1,0,-0.333333333333333
"P000039","religious",5,"Male","",20,11,55,0.5,0.642857142857143,1,0,0.875,0.333333333333333,1,NA,NA,NA,NA,NA,NA,2,7,1,1,4,3,1,0,0,0,0,0,0,-0.142857142857143
"P000040","religious",1,"Female","",32,18,56.25,0.571428571428571,0.75,0.571428571428571,NA,1,0,1,-0.5,NA,-1,NA,-0.5,NA,7,4,7,0,3,1,2,1,0,1,0,1,0,-0.178571428571429
"P000040","religious",2,"Male","",22,14,63.6363636363636,0.2,0.833333333333333,0.5,0,0.75,1,1,NA,NA,NA,NA,NA,NA,5,3,2,3,2,1,1,0,0,0,0,0,0,-0.633333333333333
"P000040","religious",3,"Male","",23,14,60.8695652173913,0,0.5,0,0,0.833333333333333,0,0,NA,NA,NA,NA,NA,NA,2,5,1,1,3,2,2,0,0,0,0,0,0,-0.5
"P000040","religious",4,"Female","",26,10,38.4615384615385,0.333333333333333,0.166666666666667,0.5,0,0.75,-1,1,NA,NA,NA,NA,NA,NA,3,3,2,1,2,1,1,0,0,0,0,0,0,0.166666666666667
"P000040","religious",5,"Male","",23,11,47.8260869565217,-0.333333333333333,0.566666666666667,0,-0.5,0.833333333333333,0.166666666666667,1,1,NA,NA,NA,NA,1,3,5,1,2,3,2,1,1,0,0,0,0,1,-0.9
"P000041","religious",1,"Male","",18,7,38.8888888888889,NA,-0.333333333333333,NA,NA,1,-1,1,NA,NA,NA,NA,NA,NA,0,3,0,0,1,2,1,0,0,0,0,0,0,NA
"P000041","religious",2,"Male","",20,12,60,0.5,0.766666666666667,NA,0.5,0.75,0.777777777777778,0.833333333333333,0,-1,NA,NA,0,NA,2,5,0,2,2,3,4,1,2,0,0,1,0,-0.266666666666667
"P000041","religious",3,"Male","",18,9,50,0,0.3,0,0,0.375,0.5,1,0,-1,NA,NA,0,NA,2,5,1,1,4,2,1,1,1,0,0,1,0,-0.3
"P000041","religious",4,"Male","",23,17,73.9130434782609,0.6,0.642857142857143,0.75,0.5,0.875,0.5,0,NA,-1,NA,NA,NA,NA,5,7,4,2,4,4,3,0,1,0,0,0,0,-0.0428571428571429
"P000041","religious",5,"Male","",19,8,42.1052631578947,0,0.75,NA,0,0.833333333333333,0.75,NA,NA,NA,NA,NA,NA,NA,1,6,0,1,3,4,0,0,0,0,0,0,0,-0.75
"P000042","religious",1,"Male","",21,15,71.4285714285714,NA,-0.5,NA,NA,1,-1,1,NA,NA,NA,NA,NA,NA,0,4,0,0,1,3,2,0,0,0,0,0,0,NA
"P000042","religious",2,"Male","",24,14,58.3333333333333,0,0.766666666666667,NA,0,0.75,0.777777777777778,0.866666666666667,NA,-1,NA,NA,NA,NA,3,5,0,3,2,3,5,0,1,0,0,0,0,-0.766666666666667
"P000042","religious",3,"Male","",24,12,50,-0.333333333333333,0.916666666666667,0,-0.5,0.875,1,1,NA,NA,NA,NA,NA,NA,3,6,1,2,4,2,2,0,0,0,0,0,0,-1.25
"P000042","religious",4,"Male","",25,14,56,0,0.3,1,-0.5,0.833333333333333,-0.5,0.5,NA,-1,NA,NA,NA,NA,3,5,1,2,3,2,2,0,1,0,0,0,0,-0.3
"P000042","religious",5,"Male","",28,17,60.7142857142857,0,0.785714285714286,0.5,-0.5,0.875,0.666666666666667,1,0,NA,NA,NA,0,NA,4,7,2,2,4,3,2,1,0,0,0,1,0,-0.785714285714286
"P000043","religious",1,"Male","",25,13,52,0.25,0.805555555555555,0.333333333333333,0,0.833333333333333,0.777777777777778,0.866666666666667,NA,NA,NA,NA,NA,NA,4,6,3,1,3,3,5,0,0,0,0,0,0,-0.555555555555555
"P000043","religious",2,"Female","",25,16,64,0.5,-0.125,0.5,0.5,0.75,-1,-0.333333333333333,1,NA,NA,NA,NA,1,4,4,2,2,2,2,3,1,0,0,0,0,1,0.625
"P000043","religious",3,"Male","",25,14,56,0.333333333333333,0.916666666666667,0,0.5,0.875,1,1,NA,NA,NA,NA,NA,NA,3,6,1,2,4,3,5,0,0,0,0,0,0,-0.583333333333333
"P000043","religious",4,"Female","",25,13,52,0.5,0.5625,1,0,0.875,0.4,1,NA,NA,NA,NA,NA,NA,2,8,1,1,4,5,1,0,0,0,0,0,0,-0.0625
"P000043","religious",5,"Male","",25,14,56,0.333333333333333,0.916666666666667,0,0.5,0.875,1,1,NA,NA,NA,NA,NA,NA,3,6,1,2,4,3,5,0,0,0,0,0,0,-0.583333333333333
"P000044","secular",1,"Male","",23,15,65.2173913043478,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,0,6,0,0,1,5,6,0,0,0,0,0,0,NA
"P000044","secular",2,"Female","",26,15,57.6923076923077,1,0.25,1,1,1,0,1,NA,NA,NA,NA,NA,NA,4,4,2,2,1,3,3,0,0,0,0,0,0,0.75
"P000044","secular",3,"Male","",23,11,47.8260869565217,1,0,1,NA,1,-0.333333333333333,1,NA,NA,NA,NA,NA,NA,1,4,1,0,1,3,2,0,0,0,0,0,0,1
"P000044","secular",4,"Female","",21,14,66.6666666666667,1,0,1,NA,1,-1,1,0,NA,NA,NA,0,NA,4,2,4,0,1,1,1,1,0,0,0,1,0,1
"P000044","secular",5,"Male","",16,10,62.5,1,0.25,1,NA,1,0,1,NA,NA,NA,NA,NA,NA,1,4,1,0,2,3,2,0,0,0,0,0,0,0.75
"P000045","secular",1,"Male","",44,22,50,0.75,0.954545454545455,1,0.5,0.9,0.666666666666667,0.833333333333333,NA,NA,NA,NA,NA,NA,4,11,2,2,5,6,3,0,0,0,0,0,0,-0.204545454545455
"P000046","secular",1,"Male","",27,17,62.962962962963,-0.5,1,0,-1,1,1,1,NA,NA,NA,NA,NA,NA,2,9,1,1,3,7,2,0,0,0,0,0,0,-1.5
"P000046","secular",2,"Male","",27,8,29.6296296296296,0.5,0.916666666666667,1,0,0.833333333333333,1,1,NA,NA,NA,NA,NA,NA,2,6,1,1,3,3,1,0,0,0,0,0,0,-0.416666666666667
"P000046","secular",3,"Female","",25,13,52,0.666666666666667,0.416666666666667,1,0,0.75,0.25,1,NA,NA,NA,NA,NA,NA,3,6,2,1,2,4,2,0,0,0,0,0,0,0.25
"P000046","secular",4,"Male","",22,11,50,0.5,0.416666666666667,1,0,0.833333333333333,0.25,NA,NA,NA,NA,NA,NA,NA,2,6,1,1,3,4,0,0,0,0,0,0,0,0.0833333333333333
"P000046","secular",5,"Male","",19,8,42.1052631578947,0,0.375,NA,0,0.75,0,0.5,NA,NA,NA,NA,NA,NA,1,4,0,1,2,2,2,0,0,0,0,0,0,-0.375
"P000047","religious",1,"Female","",21,13,61.9047619047619,0.833333333333333,0.625,1,0,0.833333333333333,0,1,NA,NA,NA,NA,NA,NA,6,4,5,1,3,1,2,0,0,0,0,0,0,0.208333333333333
"P000047","religious",2,"Male","",22,15,68.1818181818182,0.4,0.5,0.5,0,0.75,0.333333333333333,1,NA,NA,NA,NA,NA,NA,5,5,4,1,2,3,2,0,0,0,0,0,0,-0.1
"P000047","religious",3,"Male","",19,13,68.4210526315789,0.5,0.833333333333333,0.5,0.5,0.75,1,1,NA,NA,NA,NA,NA,NA,4,3,2,2,2,1,4,0,0,0,0,0,0,-0.333333333333333
"P000047","religious",4,"Male","",20,13,65,0.25,0.416666666666667,0.333333333333333,0,0.833333333333333,-0.666666666666667,1,NA,NA,NA,NA,NA,NA,4,6,3,1,3,3,1,0,0,0,0,0,0,-0.166666666666667
"P000047","religious",5,"Male","",22,14,63.6363636363636,0.2,0.875,0.5,0,0.75,1,0.75,NA,NA,NA,NA,NA,NA,5,4,2,3,2,2,4,0,0,0,0,0,0,-0.675
"P000048","secular",1,"Male","",21,10,47.6190476190476,0.5,0.9,NA,0.5,0.75,1,1,NA,NA,NA,NA,NA,NA,2,5,0,2,2,4,1,0,0,0,0,0,0,-0.4
"P000049","secular",1,"Male","",44,25,56.8181818181818,0.4,0.75,0,0.666666666666667,0.916666666666667,0,1,1,NA,NA,NA,1,NA,5,10,2,3,6,4,4,1,0,0,0,1,0,-0.35
"P000050","religious",1,"Female","",21,11,52.3809523809524,0,-0.333333333333333,0,NA,1,-1,0.5,1,NA,NA,NA,NA,1,1,3,1,0,1,2,2,1,0,0,0,0,1,0.333333333333333
"P000050","religious",2,"Female","",25,19,76,0.8,0.7,1,0.5,0.75,0.666666666666667,1,1,-1,NA,NA,NA,1,5,5,3,2,2,3,3,1,1,0,0,0,1,0.1
"P000050","religious",3,"Male","",18,9,50,0.5,-0.1,NA,0.5,0.166666666666667,-0.5,1,NA,NA,NA,NA,NA,NA,2,5,0,2,3,2,1,0,0,0,0,0,0,0.6
"P000050","religious",4,"Female","",27,13,48.1481481481481,NA,0,NA,NA,1,-0.25,0.5,1,NA,NA,NA,NA,1,0,5,0,0,1,4,2,1,0,0,0,0,1,NA
"P000050","religious",5,"Male","",19,10,52.6315789473684,0,0.0833333333333333,NA,0,0.166666666666667,0,1,NA,NA,NA,NA,NA,NA,3,6,0,3,3,3,1,0,0,0,0,0,0,-0.0833333333333333
"P000051","secular",1,"Female","",35,19,54.2857142857143,0,0.854166666666667,0,0,0.875,0.333333333333333,0.866666666666667,1,-1,NA,NA,1,NA,3,8,2,1,4,4,5,1,1,0,0,1,0,-0.854166666666667
"P000052","religious",1,"Female","",31,18,58.0645161290323,0.333333333333333,0.444444444444444,0.333333333333333,NA,1,0.285714285714286,1,NA,NA,NA,NA,NA,NA,3,9,3,0,3,7,2,0,0,0,0,0,0,-0.111111111111111
"P000053","religious",1,"Female","",27,14,51.8518518518518,0.333333333333333,0.104166666666667,0.5,0,0.875,-0.666666666666667,0.777777777777778,NA,NA,NA,NA,NA,NA,3,8,2,1,4,4,3,0,0,0,0,0,0,0.229166666666667
"P000054","secular",1,"Male","",25,15,60,1,0.925925925925926,1,NA,1,0.619047619047619,0.888888888888889,NA,NA,NA,NA,NA,NA,1,9,1,0,3,7,6,0,0,0,0,0,0,0.0740740740740742
"P000054","secular",2,"Male","",20,11,55,1,0.25,1,1,1,0,1,NA,NA,NA,NA,NA,NA,3,4,2,1,1,3,2,0,0,0,0,0,0,0.75
"P000054","secular",3,"Male","",16,8,50,1,0,1,NA,1,-1,1,NA,NA,NA,NA,NA,NA,1,2,1,0,1,1,1,0,0,0,0,0,0,1
"P000054","secular",4,"Male","",19,12,63.1578947368421,1,0.25,1,1,1,0,0.666666666666667,NA,NA,NA,NA,NA,NA,2,4,1,1,1,3,3,0,0,0,0,0,0,0.75
"P000054","secular",5,"Male","",17,11,64.7058823529412,1,0.25,1,1,1,0,1,NA,NA,NA,NA,NA,NA,2,4,1,1,1,3,2,0,0,0,0,0,0,0.75
"P000055","secular",1,"Male","",39,24,61.5384615384615,0,0.681818181818182,1,-0.5,0.5,0.833333333333333,1,0.5,-1,NA,NA,0.5,NA,3,11,1,2,5,6,2,2,1,0,0,2,0,-0.681818181818182
"P000056","secular",1,"Male","",35,21,60,0.5,0.958333333333333,1,0,0.875,1,1,1,NA,NA,NA,1,1,2,12,1,1,4,8,3,2,0,0,0,1,1,-0.458333333333333
"P000057","religious",1,"Male","",25,12,48,1,0.888888888888889,1,NA,1,0.777777777777778,0.833333333333333,0,NA,0,NA,0,NA,1,6,1,0,4,3,4,1,0,1,0,1,0,0.111111111111111
"P000057","religious",2,"Male","",19,12,63.1578947368421,0.5,0.5,1,0,0.833333333333333,0,1,NA,-1,NA,NA,NA,NA,2,5,1,1,3,2,1,0,1,0,0,0,0,0
"P000057","religious",3,"Male","",24,12,50,1,0.333333333333333,1,NA,1,0,1,NA,-1,NA,NA,NA,NA,1,3,1,0,1,2,2,0,1,0,0,0,0,0.666666666666667
"P000057","religious",4,"Male","",20,10,50,0.5,0.333333333333333,1,0,1,0,0.25,NA,NA,NA,NA,NA,NA,2,3,1,1,1,2,4,0,0,0,0,0,0,0.166666666666667
"P000057","religious",5,"Male","",20,9,45,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,0,4,0,0,2,3,2,0,0,0,0,0,0,NA
"P000059","religious",1,"Male","",36,24,66.6666666666667,0.25,0.833333333333333,0.333333333333333,0,0.916666666666667,0,0.916666666666667,1,NA,NA,NA,NA,1,4,9,3,1,6,3,6,1,0,0,0,0,1,-0.583333333333333
"P000060","religious",1,"Female","",29,17,58.6206896551724,0.833333333333333,1,0.833333333333333,1,1,1,0.666666666666667,NA,NA,NA,NA,NA,NA,6,3,6,1,2,1,3,0,0,0,0,0,0,-0.166666666666667
"P000060","religious",2,"Male","",31,17,54.8387096774194,0.428571428571429,0.214285714285714,0.5,0,0.833333333333333,-0.25,0,1,NA,NA,NA,NA,1,7,7,6,1,3,4,2,1,0,0,0,0,1,0.214285714285714
"P000060","religious",3,"Unknown","Infant Jesus",26,14,53.8461538461538,0.833333333333333,-0.2,0.75,1,1,-1,1,NA,NA,NA,NA,NA,NA,6,5,4,3,2,3,2,0,0,0,0,0,0,1.03333333333333
"P000061","secular",1,"Male","",32,22,68.75,0.6,0.214285714285714,0.666666666666667,0.5,0.833333333333333,-0.25,0.833333333333333,NA,NA,NA,NA,NA,NA,5,7,3,2,3,4,3,0,0,0,0,0,0,0.385714285714286
"P000062","secular",1,"Female","",36,18,50,0,0.803030303030303,1,-0.5,0.875,0.476190476190476,0.777777777777778,NA,NA,1,NA,NA,NA,3,11,1,2,4,7,3,0,0,1,0,0,0,-0.803030303030303
"P000063","religious",1,"Female","",26,17,65.3846153846154,0.6,0.75,0.6,NA,1,0.5,1,-0.5,NA,-1,NA,-0.5,NA,5,4,5,0,2,2,3,1,0,1,0,1,0,-0.15
"P000063","religious",2,"Male","",23,11,47.8260869565217,0.5,0.6,0.5,NA,1,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,2,5,2,0,2,3,0,0,0,0,0,0,0,-0.1
"P000063","religious",3,"Unknown","Child",20,10,50,0.5,-0.166666666666667,0.666666666666667,0,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,1,2,0,0,0,0,0,0,0,0.666666666666667
"P000063","religious",4,"Male","",22,10,45.4545454545455,0,0.5,1,-0.333333333333333,0.5,NA,1,1,NA,NA,NA,NA,1,4,1,1,3,1,0,1,1,0,0,0,0,1,-0.5
"P000064","religious",1,"Male","",17,9,52.9411764705882,1,0.666666666666667,1,NA,1,0,1,NA,NA,NA,NA,NA,NA,2,3,2,0,2,1,1,0,0,0,0,0,0,0.333333333333333
"P000064","religious",2,"Male","",15,10,66.6666666666667,0,-1,1,-1,NA,-1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,1,0,0,0,0,0,0,0,1
"P000064","religious",3,"Male","",15,11,73.3333333333333,0,0.5,1,-0.5,0.75,0,NA,NA,-1,NA,NA,NA,NA,3,3,1,2,2,1,0,0,1,0,0,0,0,-0.5
"P000064","religious",4,"Female","",17,9,52.9411764705882,0.333333333333333,1,1,-1,1,NA,0,NA,NA,NA,NA,NA,NA,3,2,2,1,2,0,1,0,0,0,0,0,0,-0.666666666666667
"P000064","religious",5,"Male","",20,8,40,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,0,0,0,0,0,0,NA
"P000065","religious",1,"Male","",28,15,53.5714285714286,-0.166666666666667,0.833333333333333,0,-0.25,0.9,0.777777777777778,0.777777777777778,NA,NA,NA,NA,NA,NA,3,7,1,2,5,3,3,0,0,0,0,0,0,-1
"P000065","religious",2,"Male","",23,12,52.1739130434783,-1,0.2,NA,-1,1,0,NA,NA,-1,NA,NA,NA,NA,1,5,0,1,1,4,0,0,1,0,0,0,0,-1.2
"P000066","religious",1,"Male","",27,14,51.8518518518518,-0.333333333333333,-0.125,0,-0.5,0.75,-1,1,NA,-1,NA,NA,NA,NA,3,4,1,2,2,2,1,0,1,0,0,0,0,-0.208333333333333
"P000066","religious",2,"Female","",22,12,54.5454545454545,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,5,2,5,2,2,0,1,0,0,0,0,0,0,0
"P000066","religious",3,"Female","",26,12,46.1538461538462,0.666666666666667,0.875,1,0,0.833333333333333,1,1,0,NA,NA,NA,0,NA,3,4,2,1,3,1,1,1,0,0,0,1,0,-0.208333333333333
"P000066","religious",4,"Female","",19,10,52.6315789473684,0.666666666666667,0.833333333333333,1,0.5,0.75,1,1,0,-1,NA,NA,0,NA,3,3,2,2,2,1,1,1,1,0,0,1,0,-0.166666666666667
"P000066","religious",5,"Male","",18,8,44.4444444444444,0.5,0.708333333333333,1,0,0.833333333333333,0.333333333333333,0.777777777777778,NA,NA,NA,NA,NA,NA,2,4,1,1,3,1,3,0,0,0,0,0,0,-0.208333333333333
"P000067","religious",1,"Male","",32,23,71.875,0.2,0.75,0.5,0,0.9,0.6,1,NA,1,NA,NA,NA,NA,5,10,2,3,5,5,5,0,1,0,0,0,0,-0.55
"P000068","religious",1,"Male","",19,11,57.8947368421053,0.5,0.75,0.5,NA,1,0.666666666666667,1,0.5,NA,NA,NA,0,1,2,4,2,0,1,3,3,2,0,0,0,1,1,-0.25
"P000068","religious",2,"Male","",17,9,52.9411764705882,0.75,-1,0.666666666666667,1,NA,-1,1,NA,-1,NA,NA,NA,NA,4,1,3,2,0,1,1,0,1,0,0,0,0,1.75
"P000068","religious",3,"Male","",18,5,27.7777777777778,NA,0.5,NA,NA,0,1,NA,0,NA,NA,NA,0,NA,0,4,0,0,2,2,0,1,0,0,0,1,0,NA
"P000068","religious",4,"Female","",21,10,47.6190476190476,0.333333333333333,0,0.333333333333333,NA,1,-1,NA,0,-1,NA,NA,0,NA,3,2,3,0,1,1,0,1,1,0,0,1,0,0.333333333333333
"P000068","religious",5,"Male","",21,13,61.9047619047619,0.8,0.333333333333333,0.75,1,1,-1,1,NA,-1,NA,NA,NA,NA,5,3,4,2,2,1,1,0,1,0,0,0,0,0.466666666666667
"P000069","secular",1,"Male","",28,15,53.5714285714286,0.625,0.772727272727273,0.75,0.5,0.833333333333333,0.75,1,NA,NA,NA,NA,NA,NA,4,11,2,2,3,8,4,0,0,0,0,0,0,-0.147727272727273
"P000070","religious",1,"Male","",27,13,48.1481481481481,0.333333333333333,0.333333333333333,0.333333333333333,NA,1,-1,0,1,NA,NA,NA,NA,1,3,3,3,0,2,1,2,1,0,0,0,0,1,0
"P000070","religious",2,"Female","",29,19,65.5172413793103,1,0.4,1,NA,0,0.666666666666667,1,0,NA,NA,NA,0,NA,4,5,4,0,2,3,3,1,0,0,0,1,0,0.6
"P000070","religious",3,"Male","",19,11,57.8947368421053,1,1,1,NA,1,1,1,0,NA,0,NA,0,NA,1,4,1,0,2,2,3,1,0,1,0,1,0,0
"P000070","religious",4,"Male","",24,15,62.5,0.333333333333333,0,0.333333333333333,NA,1,-1,NA,1,NA,NA,NA,NA,1,3,4,3,0,2,2,0,1,0,0,0,0,1,0.333333333333333
"P000070","religious",5,"Female","",29,19,65.5172413793103,1,0.4,1,NA,0,0.666666666666667,1,0,NA,NA,NA,0,NA,4,5,4,0,2,3,2,2,0,0,0,2,0,0.6
"P000071","secular",1,"Female","",26,15,57.6923076923077,0.5,0.166666666666667,0.5,NA,1,-0.111111111111111,0.666666666666667,NA,NA,NA,NA,NA,NA,2,8,2,0,2,6,2,0,0,0,0,0,0,0.333333333333333
"P000071","secular",2,"Male","",25,13,52,0.666666666666667,1,0.666666666666667,NA,1,1,1,NA,NA,NA,NA,NA,NA,3,3,3,0,2,1,3,0,0,0,0,0,0,-0.333333333333333
"P000071","secular",3,"Male","",21,12,57.1428571428571,-0.5,0.333333333333333,-0.5,NA,1,-1,1,NA,NA,NA,NA,NA,NA,2,3,2,0,1,2,2,0,0,0,0,0,0,-0.833333333333333
"P000071","secular",4,"Male","",20,10,50,1,0,1,NA,1,-0.333333333333333,1,NA,NA,NA,NA,NA,NA,1,4,1,0,1,3,2,0,0,0,0,0,0,1
"P000071","secular",5,"Male","",25,15,60,1,0.5,1,NA,1,0,0.666666666666667,NA,NA,NA,NA,NA,NA,2,4,2,0,2,2,3,0,0,0,0,0,0,0.5
"P000072","religious",1,"Female","",26,15,57.6923076923077,0.714285714285714,0.625,0.833333333333333,0.5,0.75,0.5,1,NA,NA,NA,NA,NA,NA,7,4,6,2,2,2,2,0,0,0,0,0,0,0.0892857142857143
"P000072","religious",2,"Female","",23,13,56.5217391304348,0.5,0.3,0,0.666666666666667,0.833333333333333,-0.5,1,NA,NA,NA,NA,NA,NA,4,5,1,3,3,2,1,0,0,0,0,0,0,0.2
"P000072","religious",3,"Unknown","Baby",21,13,61.9047619047619,0.75,0.7,1,0,0.833333333333333,0.5,1,NA,NA,NA,NA,NA,NA,4,5,3,1,3,2,2,0,0,0,0,0,0,0.05
"P000072","religious",4,"Male","",25,14,56,0.6,0.3,0.75,0.5,0.833333333333333,-0.5,1,NA,NA,NA,NA,NA,NA,5,5,4,2,3,2,1,0,0,0,0,0,0,0.3
"P000072","religious",5,"Male","",21,13,61.9047619047619,0.666666666666667,0.0833333333333333,1,0,0.75,-0.25,0,1,NA,NA,NA,NA,1,3,6,2,1,2,4,2,1,0,0,0,0,1,0.583333333333333
"P000073","religious",1,"Female","",35,21,60,0.25,0.8,0.25,NA,1,0.333333333333333,0.75,NA,-1,NA,NA,NA,NA,4,10,4,0,4,6,4,0,1,0,0,0,0,-0.55
"P000073","religious",2,"Male","left",27,18,66.6666666666667,0.75,0.333333333333333,0.75,1,1,-1,1,NA,NA,NA,NA,NA,NA,8,3,8,1,2,1,2,0,0,0,0,0,0,0.416666666666667
"P000073","religious",3,"Male","right",32,20,62.5,0.6,0.875,0.833333333333333,0.25,0.875,NA,1,NA,NA,NA,NA,NA,NA,10,4,6,4,4,0,3,0,0,0,0,0,0,-0.275
"P000073","religious",4,"Female","background",30,20,66.6666666666667,0.75,0.4,0.666666666666667,1,1,-0.5,1,1,NA,NA,1,NA,1,8,5,6,3,3,2,2,4,0,0,1,0,4,0.35
"P000074","religious",1,"Male","",29,12,41.3793103448276,0.666666666666667,1,0.333333333333333,1,1,1,1,NA,NA,NA,NA,NA,NA,6,3,3,3,2,1,1,0,0,0,0,0,0,-0.333333333333333
"P000074","religious",2,"Female","",25,15,60,0.666666666666667,0.2,0.5,1,1,-1,NA,1,NA,NA,NA,NA,1,3,5,2,2,2,3,0,2,0,0,0,0,2,0.466666666666667
